store_code,address,district,state,pin_code,phone,status
PMBJK07905,"Plot No-166, Khata No-169/289, Kachuapada, Baliapal",Balasore,Odisha,756026,,Operational
PMBJK08166,"Khata No-509/461, Plot No-234/1127, Room No-01, Suelpur, Motiganj, Twon",Balasore,Odisha,756003,,Operational
PMBJK08223,"Plot No-1033, Khatian No-469, Rupsa",Balasore,Odisha,756028,,Operational
PMBJK08276,"Plot No-119, Khata No-220, Barmadiha",Balasore,Odisha,756029,,Operational
PMBJK08518,"Plot No-6, Khata No-356, Unit No-9, Mouza-Adanga",Balasore,Odisha,756045,,Operational
PMBJK08519,"Room No-30, Mouza-Langaleswar",Balasore,Odisha,756024,,Operational
PMBJK01412,"Plot No-1636/2498, Khata No-813/2251, Baramunda, Ps-Khandagiri, Bhubaneswar, Khurda 752055",Khordha,Odisha,752055,9937883537,Operational
PMBJK01743,"Plot No-L. I. G-158, Kalinga Nagar, Patrapada, Bhubaneswar, Khurda",Khordha,Odisha,751019,9090209693,Operational
PMBJK01744,"Capital Hospital, Unit - Vi, Bhubaneswar, Odisha-751001",Khordha,Odisha,751001,9937883537,Operational
PMBJK01745,"Indian Red Cross Society, Orissa State Branch, Red Cross Bhavan, Unit - Ix, Bhubaneswar, Odisha-751022",Khordha,Odisha,751022,674239099,Operational
PMBJK01746,"District Head Quarter Hospital, Distt-Khordha, Odisha-752055",Khordha,Odisha,752055,8018749201,Operational
PMBJK01747,"Plot No-289, Khata No-532/379, Trinath Bazar, Mz- Jagannathpur, Ps- Balianta, - Khurda- 752101",Khordha,Odisha,752101,7978500065,Operational
PMBJK01749,"Bhubaneswar Hospital, Ultrasound Centre, H. I. G Duplex-52, Saileshree Vihar, Ps- Chandrasekharpur, Bhubaneswar, Khurda, Odisha- 751021",Khordha,Odisha,751021,,Operational
PMBJK03709,"Plot No-312, Khata No-164, Kakarudrapur, Ps. Balianta, Khurda.",Khordha,Odisha,752102,8093243127,Operational
PMBJK04360,"Tamando bazar, Bhubanswer, Khordha",Khordha,Odisha,751019,8763115780,Operational
PMBJK04685,"Ratanpur, Kukhuri, Tangi, Khurda",Khordha,Odisha,752027,7982251999,Operational
PMBJK04854,"Plot No-1552/A, Khata No-607, Near Polyclinic Rath Road, Old Town, Bhubaneshwar, Khorda",Khordha,Odisha,751002,9937245089,Operational
PMBJK05196,"Plot No-695, Khata No-1485, Hata Sahi, Old Town, Shri Lingaraj, Bhubaneshwar, Khurda",Khordha,Odisha,751001,8104310526,Operational
PMBJK05215,"Shop No-B 08, Vipul Plaza in front of AIIMS BBSR, Main Gate Sijua Rana, Ramasinghapur, Bhubaneshar, Khordha",Khordha,Odisha,751001,8586928386,Operational
PMBJK05262,"Plot No-1559/5609/11175, Khata No-13304/4792, Satya Vihar, Rasulgarh, Mancheswar, Bhubaneshwar",Khordha,Odisha,751010,7750013903,Operational
PMBJK06326,"Plot No-1030, Khata No-1061, Nayapalli",Khordha,Odisha,751012,9937883537,Operational
PMBJK07537,"Plot 164/S-46, Khata No-118, First Floor, Indhira Colony, Sisupalgarh, Lingaraj",Khordha,Odisha,751002,,Operational
PMBJK07637,"Plot No-2925/5739, Khata No-1331/726, Ground Floor, Lewis Road, Old Town, Lingaraj, Bhubaneswar",Khordha,Odisha,751002,,Operational
PMBJK07768,"MIG-140, Ananta Vihar, Phase-II, Pokhariput",Khordha,Odisha,751020,,Operational
PMBJK08048,"Plot No-6/9510, Khata No-1494/5097, Badagada Canal Road, Laxmivihar Phase -I, Mouza, Badagada",Khordha,Odisha,751006,,Operational
PMBJK08229,"Shop No-01, PI. No-AL/29, V.S.S. Nagar, Sahid Nagar",Khordha,Odisha,751007,,Operational
PMBJK08511,"Nayagarh Road, Plot No-113/2905, Khata No-648/751",Khordha,Odisha,752055,,Operational
PMBJK08521,"Plot No-306/1815, Khata No-474/103, Shop No-3, Duplex No-11, Surya Vihar, KIIT, Infocity",Khordha,Odisha,751024,,Operational
PMBJK03056,"Nuagaon, Plot No-639/974, Khata No-376/27, Po-Ambasal, Ps-Balikuda, Jagatsinghpur",Jagatsinghapur,Odisha,754103,9938764957,Operational
PMBJK03644,"Po/Ps-Kujanga, Plot No-479, Khata No-583/70, Jagatsinghpur",Jagatsinghapur,Odisha,754141,9861148493,Operational
PMBJK03677,"Panisalia, Plot No-1023, Khata No-126,",Jagatsinghapur,Odisha,754103,7702435352,Operational
PMBJK04736,"Badabazar, Plot No-331, Khata No-88, Ward No-9, Jagatsinghpur",Jagatsinghapur,Odisha,754103,9348160089,Operational
PMBJK05197,"Plot No-1152, Khata No-801, Hajipur, Towards Astasambhu Temple Road, Biridi, Jagatsinghpur",Jagatsinghapur,Odisha,754111,7894422823,Operational
PMBJK05524,"Plot No-357/2323, Khata No-755/176, Ground Floor, Shop No-13, GK Market Complex, Rahama, Tirtol, Jagatsinghpur",Jagatsinghapur,Odisha,754140,9853445358,Operational
PMBJK05978,"Plot No-1385/3055, Khata No-666, Ground Floor, Naugaon Hat, Naugaon",Jagatsinghapur,Odisha,754113,9437228467,Operational
PMBJK06310,"Plot No-1022, Khata No-437/209 A, Ground Floor, Panisalia",Jagatsinghapur,Odisha,754103,9437020092,Operational
PMBJK06348,"Piteipur Via-Kaduapada, Plot No-422/995, Khata No-275/112",Jagatsinghapur,Odisha,754106,7978671628,Operational
PMBJK06715,"Raghunathpur, Plot No-1186, Khata No-276",Jagatsinghapur,Odisha,754132,,Operational
PMBJK07538,Manda Sahi,Jagatsinghapur,Odisha,754114,,Operational
PMBJK07646,"Plot No-1544/3191, Khata No-599/9, Gandhichhak, Erasama Market",Jagatsinghapur,Odisha,754139,,Operational
PMBJK07835,"Plot No-2524/4580, Khata No-513, Tanara, Redhua, Raghunathpur",Jagatsinghapur,Odisha,754104,,Operational
PMBJK08041,"Plot No-1993, Khata No-1029/66, Mauza-Pankpala, Ground Floor, Pankpala, Kujang",Jagatsinghapur,Odisha,754140,,Operational
PMBJK08131,"Plot No-3402 and 3403/3621, Khata No-490 and 929/65, Mouza-Balisahi, Ground Floor, Shop No-C/1 & at-Ballisahi",Jagatsinghapur,Odisha,754108,,Operational
PMBJK08303,"Plot No-2303/3885, Khata No-1169/75, Bishnupriya Market Complex, Mandasahi",Jagatsinghapur,Odisha,754114,,Operational
PMBJK01729,"Plot No-483/854, Khata No-26, Room No-01, At Padmapur, Po/Ps-Jajpur Road, Jajpur 755019",Jajpur,Odisha,755019,,Operational
PMBJK01731,"Plot No-416/1103, Khata No-349/6, Room No-01, Po-Chhatia, Ps-Bayree-754023",Jajpur,Odisha,754023,9040556267,Operational
PMBJK01733,"Plot No-464/2, Khata No-26/246, Room No-2, Duburi Chhaka, Kalinganagar, Jajpur. 755026",Jajpur,Odisha,755026,9938028256,Operational
PMBJK01734,"Plot No- 1031/1134, Khata No- 55, At/Po. Masudpur, Ps. Panikoili, Jajpur, Odisha- 755001",Jajpur,Odisha,755001,,Operational
PMBJK04154,"Room no-01, Plot no-2733, Khata no-604, Madhuban hat, Kuakhia, Jajpur",Jajpur,Odisha,755009,7077888648,Operational
PMBJK05732,"Jaraka, Dharmasala, Mouza Chahata, Khata No-131, Plot No-2396, Room No-4, Jajpur",Jajpur,Odisha,755008,9337187011,Operational
PMBJK05795,"Plot No-621/1281, Khata No-496/156, Ground Floor, Room No-1 & 2, Satyabhama Market, Balichandrapur",Jajpur,Odisha,754292,9853718270,Operational
PMBJK06657,"Barundei, Korai, Plot No-1017, Khatan No-826/280, Room No-01",Jajpur,Odisha,755025,,Operational
PMBJK06977,"Chandipur (Kuakhia Bazar), Plot No-922, Khata No-344, Room No-01",Jajpur,Odisha,755009,,Operational
PMBJK08105,"Khata No-320, Plot No-2872, Room No-12, Charingala, Badachana",Jajpur,Odisha,754292,,Operational
PMBJK08338,"Deulkur, Plot No-202/711, Khata No-184/51",Jajpur,Odisha,754296,,Operational
PMBJK08339,"Plot No-3399, Khata No-112, Mangalpur",Jajpur,Odisha,755011,,Operational
PMBJK01708,"District Headquarter Hospital(Dhh) Campus, Naya Bazaar, Bhadrak, Odisha-756100",Bhadrak,Odisha,756100,9437725386,Operational
PMBJK01709,"Plot No-1460/2740, Khata No-911/55, Room No- 01, Bonth, Bhadrak",Bhadrak,Odisha,756114,9040174940,Operational
PMBJK03510,"Dhamnagar, Plot No-2215/3641, Khata No-1057/389, Room No-1, Po/Ps-Dhamnagar, Bhadrak",Bhadrak,Odisha,756117,9439563867,Operational
PMBJK04107,"At/Po Ichhapur, Plot no. 3085/3909, Khata no. 897/491, Bhadrak",Bhadrak,Odisha,756127,7809112881,Operational
PMBJK04202,"At O.T. Road town hall, chhak, Bhadrak Municipality market, Room no. 1, Bhadrak",Bhadrak,Odisha,756181,9338483380,Operational
PMBJK04306,"At- B.T. Pur, Plot - No. 24, Khata - No -38, Agarapada",Bhadrak,Odisha,756115,9040174940,Operational
PMBJK06304,"Tihidi Plot No-2502, Khata No-863, Tihidi",Bhadrak,Odisha,756130,7894460334,Operational
PMBJK06765,"Manoharpur, Bhandaripokhari, Bhadrak",Bhadrak,Odisha,756121,,Operational
PMBJK08266,"Plot No-1824/2777, Khata No-671/337, Narsighpur",Bhadrak,Odisha,756119,,Operational
PMBJK08522,"Plot No-1929/6105, Khata No-1229/287",Bhadrak,Odisha,756125,,Operational
PMBJK08523,"Plot No-3606, Khata No-129, Baralapokhari, Charampa",Bhadrak,Odisha,756101,,Operational
PMBJK01739,"District Headquarter Hospital(Dhh) Campus, Keonjhar, Odisha-758001",Keonjhar,Odisha,758001,9937678771,Operational
PMBJK01740,"Plot No-270/773, Khata No-102/363, Besides Odisha Gramya Bank, Osme Branch(Mining Road), Po-Keonjhargarh, Ps-Town-758001",Keonjhar,Odisha,758001,9438444568,Operational
PMBJK01741,"Plot No-670/1, Khata No-338, At/Po- Khireitangiri, Ps- Turumunga, - Keonjhar- 758001",Keonjhar,Odisha,758001,7077964077,Operational
PMBJK01742,"Plot No-614, Khata No-174, Room No-10 And Annexy, SishuBhawan MarketComplex, At Po-Keonjhargarh, Ps-Town, Keonjhar. -758001",Keonjhar,Odisha,758001,9437169827,Operational
PMBJK02766,"Room No-4, Plot No-698/2115, Khata No-179/101, At/Po-Kendeiposhi, Ps-Turumunga, Keonjhar",Keonjhar,Odisha,758035,9437549972,Operational
PMBJK05124,"Room No-04, Plot No-404/511, Khata No-117/44, Mouza Gobindpur, Galigopalpur, Chhenapadi, Nandipada, Keonjhar",Keonjhar,Odisha,758083,9040174940,Operational
PMBJK05125,"Room No-02, Plot No-4/2954, Khata No-382/9, Mouza Jalasarpur, Danar, Nandipada, Kendujhar",Keonjhar,Odisha,756121,9040174940,Operational
PMBJK05374,"Shop No-02, Ground Floor, Plot No-13/420, Khata No-102/971, Keonjhargarh, Jagannathpur, Town, Keonjhar",Keonjhar,Odisha,761003,9437033205,Operational
PMBJK05523,"Ghasanatangar, Gandadiha, Harichandanpur, Plot No-187/1208, Khata No-63, Keonjhar",Keonjhar,Odisha,758028,8796256799,Operational
PMBJK07952,"Unit No-11, Plot No-412/920, Khata No-86/60, Brahmanigaon, DD College, Town, Mouza-Brahmanigaon",Keonjhar,Odisha,758001,,Operational
PMBJK05770,"Plot No-3391, Khata No-1075, Kakatiaa, Chandol, Kendrapara",Kendrapara,Odisha,754208,9124818347,Operational
PMBJK06055,"Plot No-330, Khata No-58, Gulnagar, Kendrapara Sadar",Kendrapara,Odisha,754211,9937698253,Operational
PMBJK06117,"Pokhariapara, Mauza, Khata No-461/681, Plot No-230",Kendrapara,Odisha,757016,7978432507,Operational
PMBJK06535,"Plot No-90, Khata No-61/46, Iswarpur, Kendrapara",Kendrapara,Odisha,754211,9937698253,Operational
PMBJK07751,"Plot-3153/3449, Balia, Derabish",Kendrapara,Odisha,754289,,Operational
PMBJK08097,"Room No-4, Ground Floor, Khata No-315, Plot No-506, Balia, Bhagatpur",Kendrapara,Odisha,745207,,Operational
PMBJK08135,"Plot No-426, Khata No-771/889, Mouza-Nial, Nial",Kendrapara,Odisha,754219,,Operational
PMBJK08504,"Room No-06, Ground Floor, Plot No-881, Khata No-280/72, Bandha Sahi, Mahal, Patkura",Kendrapara,Odisha,754210,,Operational
PMBJK01716,"District Headquarter Hospital(Dhh) Campus, Baji Chowk, Dhenkanal, Odisha-759001",Dhenkanal,Odisha,759001,9438108255,Operational
PMBJK04201,"Plot no-2522/3468, Khata no. 387/509, Joranda, Mahimagadi, Gondia, Dhenkamal",Dhenkanal,Odisha,759016,8270966066,Operational
PMBJK05201,"Plot No-451/847/871, Khata No-41/71, At/Mouza Sriramchandrapur, Gondia, Dhenkamal",Dhenkanal,Odisha,759016,8327718553,Operational
PMBJK05710,"At Ground Floor, Room No-2, Kunjakanta, Plot No-5553/6371/21039, Khata No-3470/2765, PS Town, Dhenkanal",Dhenkanal,Odisha,759013,9338704701,Operational
PMBJK06347,"Plot No-52, Khata No-52/3, Bhuban Bhiterdiga Patna",Dhenkanal,Odisha,759017,9937279664,Operational
PMBJK07087,Sriramchandrapur,Dhenkanal,Odisha,759016,,Operational
PMBJK07765,"Shop No-1, In Front of ICICI Bank, Laxmi Bazar",Dhenkanal,Odisha,759001,,Operational
PMBJK01753,"District Headquarter Hospital(Dhh) Campus, Baripada, Distt. Mayurbhanj, Odisha-757005",Mayurbhanj,Odisha,757005,9090559373,Operational
PMBJK01754,"At- Plot No-478, Khata No-337/214, At/Po- Manatri, Ps- Baisinga, - Mayurbhanj- 757017",Mayurbhanj,Odisha,757017,9938941579,Operational
PMBJK01755,"At/Po-Chitrada, Plot No-855 Khata No-233 Ps. Moroda, Mayurbhanj-757020.",Mayurbhanj,Odisha,757020,,Operational
PMBJK06731,"Plot No-194, Khata No-454, Ground Floor, Shop No-3, Karanjia, Manik Chhak",Mayurbhanj,Odisha,757037,,Operational
PMBJK07685,"Unit No-3, Udla Town, Durga Nagar, Udala, Mayurbhanj",Mayurbhanj,Odisha,757041,,Operational
PMBJK08337,"Plot No-2364/3039, Khata No-844/603, Room No-2, Near Bus Stop",Mayurbhanj,Odisha,757040,,Operational
PMBJK01703,"Kaniha CHC Campus, Kaniha, Angul, Odisha",Angul,Odisha,759117,9777523400,Operational
PMBJK01704,"At-Sangam Market Complex, NTPC, Kanhia, Deeshikha, NTPC Town",Angul,Odisha,753001,9437050236,Operational
PMBJK01705,"Ttps, Talcher, Po- Talcher Thermal, Ps- Colliery",Angul,Odisha,753001,9437050236,Operational
PMBJK03731,"Room No-02, Plot No-410, Khata N0-457/191, Mouza-Gada Talmul, Banarpal, Angul.",Angul,Odisha,759040,9777722540,Operational
PMBJK06422,"Plot No-574/1383, Khata No-396/501, Holding No-24/01, Ward No-15, Ground Floor, Hatotota, Talcher",Angul,Odisha,759100,9237804075,Operational
PMBJK08267,"Plot No-5045, Khata No-108, Mouza-Turanga, Ground Floor, Shop No-2, Turanga",Angul,Odisha,759123,,Operational
PMBJK01760,"District Headquarter Hospital(Dhh) Campus, Puri, Odisha-752001",Puri,Odisha,752001,,Operational
PMBJK01762,"Plot No-348, Room No-04, Khata No-58, Kanthapur(Gadipatra), Po-Puri Sadar, Puri.",Puri,Odisha,752002,9438148810,Operational
PMBJK05582,"Plot No-920/1438, Khata No-471/80, Ground Floor, Taraboi Chhaka, Bhimasen Bhaban, Dandipur, Balanga, Puri",Puri,Odisha,752105,9437135564,Operational
PMBJK05977,"Plot No-628/817, Khata No-221/10, Ground Floor, Near Honda Show Room, Katakana, Kakatpur",Puri,Odisha,752108,9437121058,Operational
PMBJK06830,"Plot No-2276, High School Square, Astaranga, Puri",Puri,Odisha,752109,,Operational
PMBJK08136,"Plot No-1282, Khata No-182, Mouza-Jasuapur, Ground Floor, Jasuapur, Satasankha",Puri,Odisha,752046,,Operational
PMBJK02753,"Plot No-1229, 1230, Khata No-234, Poddar Complex, Khetrajpur, Sambalpur, Odisha. 768003",Sambalpur,Odisha,768003,9338062954,Operational
PMBJK03804,"Room No--01, Plot No-578, Khata No-601, Mouza-Sambalpur Town Unit No-06, Golbazar, Mohantypara, Near Basundhara Maternity Nursing Home, Sambalpur.",Sambalpur,Odisha,768001,9583188988,Operational
PMBJK04853,"New NAC Market Complex, Room No-11, Kuchinda, Sambalpur",Sambalpur,Odisha,768222,9437881944,Operational
PMBJK05569,"Plot No-5110/6157, Khata No-497/615, Mouza, Rengali, Sambalpur",Sambalpur,Odisha,768212,7008344343,Operational
PMBJK08228,"Plot No-520/5704, Khata No-344/2204, Unit No-3, Door No-2",Sambalpur,Odisha,768001,,Operational
PMBJK01751,"Sub Divisional Hospital(Sdh) Campus, Jeypore, Odisha-764004",Koraput,Odisha,764004,8763502454,Operational
PMBJK04858,"Chandili, Kotpad, Koraput",Koraput,Odisha,764058,8763515502,Operational
PMBJK06448,"Plot No-164/1161, Khata No-125/733, Room No-1, Kumbha -1, Near BSNL Office",Koraput,Odisha,764020,9437300145,Operational
PMBJK08230,"Plot No-766/3715, Khatta No-372/2958, Meenakhi Complex, Stall No-22, Main Road",Koraput,Odisha,764056,,Operational
PMBJK03051,"Plot No--123/313, Khata No-63/12. At/Po-Lahunipara, Sundargarh, Odisha.",Sundergarh,Odisha,770040,9437129523,Operational
PMBJK03719,"Plot No-65, Khata No-420 Near Kedia Nursing Home, Talkipara, Po/Ps-Rajgangpur, Sundargarh",Sundergarh,Odisha,770017,9776195645,Operational
PMBJK03801,"Plot No-115/1426/2192, Khata No-460/498, Main Road Regent Market, Sundargarh.",Sundergarh,Odisha,770001,9692130839,Operational
PMBJK07749,"Plot No-60P, 62P, 426P, Khata No-26, Mouza/Village-Kantajhar, Rourkela Town, Unit No-30, Community Welfare Society Hospital, Jagda, PS-Sector-3, Rourkela",Sundergarh,Odisha,769042,,Operational
PMBJK03044,"Plot No--1698, Khata No-176, At/Po-Lachhipur, Subarnapur, Odisha.",Subarnapur (Sonepur),Odisha,767068,9937980401,Operational
PMBJK03903,"Plot No-172/395/406, Khata No-128/109, At Meher Complex, In Front Of Court, Store No-2, Ranapalli, Birmaharajpur, Sonepur, Subarnapur",Subarnapur (Sonepur),Odisha,767018,7606886353,Operational
PMBJK05859,"Plot No-1469, Khata No-887, Mouza Sonepur Town, Unit No-2, Guru Market Complex, Stall No-5, Majhipada",Subarnapur (Sonepur),Odisha,767017,9861793283,Operational
PMBJK06633,"Plot No-38/3656, Khata No-786/512, Mouza/At- Sahala, Dunguripali",Subarnapur (Sonepur),Odisha,767023,8144783029,Operational
PMBJK04024,"Stall No-01, From South, Plot No-752, Khata No-364, Mouza- Balangir ""Kha"", Radharani Pada",Balangir,Odisha,767001,9437490048,Operational
PMBJK05824,"Plot No-1426/3709, Khata No-1078/1326-KA, Stall No-1, at Shantipada Chhak, S.B.B. Medical College Road, Rajendra College",Balangir,Odisha,767002,7008978900,Operational
PMBJK06116,"Near Petro Pump, Sindhekela, Plot No-1591/3417, Khata No-386/476, Stall No-03, Mouza",Balangir,Odisha,767035,9668987411,Operational
PMBJK08038,"Plot No-1282, Khata No-234/40, Stall No-1, Mouza-Kantabanji-Kha, Main Road Kantabanji",Balangir,Odisha,767039,,Operational
PMBJK01758,"District Headquarter Hospital(Dhh) Campus, Nuapada, Odisha-766105",Nuapada,Odisha,766105,9438158219,Operational
PMBJK01759,"Plot No-876, Khata No-300, At/Po- Police Pada, Khariar, Ps- Khariar, Nuapada- 766107",Nuapada,Odisha,766107,7077524681,Operational
PMBJK03659,"Plot No-1962, Khata No-779/242, Room No-1, Po-Sinapali, Ps-Sinapali, Nuapada",Nuapada,Odisha,766108,9668830954,Operational
PMBJK03221,"Plot No-1073, Khata No-588, Po-Kali Mandir Road, Jharsuguda",Jharsuguda,Odisha,768201,8880184403,Operational
PMBJK05466,"Khata No-929/582, Plot No-3220/4486, At Near Old Railway Crossing Sarbahal, Sarbahal, Jharsuguda",Jharsuguda,Odisha,768201,7008505658,Operational
PMBJK07536,Laikera,Jharsuguda,Odisha,768215,,Operational
PMBJK01757,"Jan Aushadhi Store District Headquarter Hospital(Dhh) Campus, Nayagarh, Odisha-752069",Nayagarh,Odisha,752069,9437733386,Operational
PMBJK06623,"Prataprasad, Itamati",Nayagarh,Odisha,752068,7008045606,Operational
PMBJK08049,"Khata No-339/179, Plot No-68/1644, Jamujhola Chhaka, Gotisahi, Sarankul",Nayagarh,Odisha,752070,,Operational
PMBJK01710,"Near District Headquarter Hospital, At Post Boudh, Odisha-762014",Boudh,Odisha,762014,9437298761,Operational
PMBJK06317,"Plot No-409, Khata No-15, Mouza, Deuldunguri, Sahu Complex, Stall No-2, Satsang, Kantamal",Boudh,Odisha,762017,7077047629,Operational
PMBJK06440,"Plot No-409, Khata No-15, Mouza, Deuldunguri, Sahu Complex, Stall No-02, Kantamal",Boudh,Odisha,762017,7077047629,Operational
PMBJK04972,"Dera Street, Gunupur, Rayagada",Rayagada,Odisha,765022,9437783310,Operational
PMBJK05149,"New Colony, Near Vetenary Hospital, Rayagada",Rayagada,Odisha,765015,7008331728,Operational
PMBJK01707,"Jan Aushadhi Store District Headquarter Hospital(Dhh) Campus, Baragarh, Odisha-768028",Bargarh,Odisha,768028,8093714421,Operational
PMBJK05769,"Plot No-511/316 and Khata No-1309/147, Padampur Hanumanpara, Rajborasambar, Padampur, Bargarh",Bargarh,Odisha,768036,9438292330,Operational
PMBJK01736,"District Headquarter Hospital(Dhh) Campus, Kalahandi, Bhawanipatna, Odisha-766001",Kandhamal,Odisha,766001,9438229515,Operational
PMBJK01737,"District Headquarter Hospital(Dhh) Campus, Phulbani, Distt-Kandhamal, Odisha-762001",Kandhamal,Odisha,762001,9437528879,Operational
PMBJK05260,"District Headquarter Hospital Road, Unit-4, Khata No-408/780, Plot No-3541/4647, Debgarh",Debagarh (Deogarh),Odisha,768108,4647768108,Operational
PMBJK05892,"Plot No-303, Khata No-35, Chandikhol, Khandai Market Complex, Room No-6, Sunguda",Jajapur,Odisha,755019,7978419646,Operational
PMBJK01717,"Jan Aushadi Store, District Headquarter Hospital(Dhh) Campus, At/Po-Paralakhemundi, Distt-Gajapati, Odisha-761200",Gajapati,Odisha,761200,8908115117,Operational
PMBJK04032,"Plot no-692, Khata no-1483, Holding no-28, Ward no-11 (19), Oriya bazar, Buxibazar, Lalbag, Cuttack",Cuttuck,Odisha,753001,9437319173,Operational
PMBJK01752,"Jan Aushadi Store, District Headquarter Hospital(Dhh) Campus, Malkangiri, Odisha-764045",Malkangiri,Odisha,764045,8895258937,Operational
PMBJK06763,"Plot No-2345/2906, Khata No-540/306, Sameigadia, Rasulgarh, Mancheswar",Khurda,Odisha,751010,,Operational
PMBJK04075,"Plot no-194, Khata no-220/70, Chandahandi, Nabrangpur",Nabrangpur,Odisha,764077,9556426461,Operational
PMBJK01405,"White Enclave, Kohara Road, Sahnewal, Dist. Ludhiana - 141112",Ludhiana,Punjab,141112,8196061600,Operational
PMBJK01799,"24X7 Civil Hospital, Fieldganj, Ludhiana, Punjab-141001",Ludhiana,Punjab,141001,9988558184,Operational
PMBJK01800,"M/SShop No-17, 18, Ganpati Chowk, Jamalpur, Ludhiana - 141001",Ludhiana,Punjab,141001,9216052597,Operational
PMBJK01801,"St No-1 Plot No-119, New Moti Nagar, Ludhiana-141010",Ludhiana,Punjab,141010,7837777573,Operational
PMBJK01802,"Shop No-6, Birdh Ashram, Near Police Thana, Haibowal Kalan, Ludhiana(3)-141001",Ludhiana,Punjab,141001,8847505549,Operational
PMBJK01803,Inside Lok Padma M. J. S Hospital Daresi Road Near S. A. N. Jain School Ludhiana 141008,Ludhiana,Punjab,141008,9872914850,Operational
PMBJK01804,"1-A, Piccadily Park, Basant City Road, Near Silver Oak Garden, Ludhiana - 142022",Ludhiana,Punjab,142022,9876207798,Operational
PMBJK01805,"Shop No-39, Gnde College Market, Gill Road, Ludhiana ? 141006",Ludhiana,Punjab,141006,8427100019,Operational
PMBJK01807,"Jiwan Nagar, Gali No-26, Focal Point, Ludhiana - 141010",Ludhiana,Punjab,141010,9779926027,Operational
PMBJK03244,"At Adjacent Dr. Manika Dental Clinic, Talwandi Road, Raikot, Ludhiana - 141109",Ludhiana,Punjab,141109,9815694823,Operational
PMBJK03258,"Jujar Nagar, Street No-10, Barota Road, Shmilapuri, Ludhiana - 141003",Ludhiana,Punjab,141003,9781005009,Operational
PMBJK03784,"Kotmangal Singh, Main Road Opp. Street No-17B, Ludhiana - 141003",Ludhiana,Punjab,141003,9814260214,Operational
PMBJK03878,"845, Baba Gajja Jain Colony, Swaran Palace Road, Sherpur, Ludhiana - 141010",Ludhiana,Punjab,141010,9814806183,Operational
PMBJK04176,"Ward No-2, Samrala Road, Khanna",Ludhiana,Punjab,141401,9915232987,Operational
PMBJK04196,"1259/1D, N. K. Timber Store, Guru Nanak Dev Nagar, Ludhiana",Ludhiana,Punjab,141007,9988995338,Operational
PMBJK04441,"H.No-2551, St. No-7, Jammu Colony, Miller Ganj, Ludhiana",Ludhiana,Punjab,141003,7529849104,Operational
PMBJK04481,"61B, New Ram Nagar, Street No. 1, 33 Feet Road, Mundian Kalan, Ludhiana",Ludhiana,Punjab,141015,9592891894,Operational
PMBJK04556,"9-E, Tagore Nagar, Opp. New DMC Hospital, Ludhiana",Ludhiana,Punjab,141001,7988100689,Operational
PMBJK04611,"B-25E-02355, New Kartar Nagar Near Lalpath Lab, Salme Tabri",Ludhiana,Punjab,141008,9256118321,Operational
PMBJK04612,"Prem Nagar Near Masjid, Dhandari Khurd",Ludhiana,Punjab,141010,8968220044,Operational
PMBJK04742,"Avtar Market, Gali No-4, Dugri Phase-1, Ludhiana",Ludhiana,Punjab,141003,9814201040,Operational
PMBJK04744,"H.No-248, Street No-3, Luxman Nagar, 33ft Road, Gaispura, Ludhiana",Ludhiana,Punjab,141003,9465470682,Operational
PMBJK04893,"Shop No-32, Pritam Colony, 33 Feet Road, Gaispura",Ludhiana,Punjab,141016,8847042137,Operational
PMBJK04993,"Shop No-1498/5/6, Harkrishan Nagar, Matharoo Chwok, Shimlapuri",Ludhiana,Punjab,141008,9530631701,Operational
PMBJK04995,"Shop No-2652, St No-12 1/2, Near Life Line Hospital Gill Road",Ludhiana,Punjab,141003,9780650935,Operational
PMBJK05041,"Shop No-142, Main Road Civil City Chandar Nagar, St No-2",Ludhiana,Punjab,141001,9876228368,Operational
PMBJK05067,"Samrala to Machhiwara Road, Near Municipal Corporation Office",Ludhiana,Punjab,141114,9256732044,Operational
PMBJK05175,"Plot No. 160, Saheed Karnail Singh Nagar, Ph-2, Pakhowal Road",Ludhiana,Punjab,141013,8146605266,Operational
PMBJK05176,"H.No-2208, Street No-5, Gurbachan Nagar",Ludhiana,Punjab,141016,9814114218,Operational
PMBJK05183,"Ward No-6, Gobindpura, Mohalla, Bhannwali Gali, Doraha",Ludhiana,Punjab,141416,9815894268,Operational
PMBJK05228,"ATI Chowk, St No-1, Gill Road, Ludhiana",Ludhiana,Punjab,141003,9855289021,Operational
PMBJK05231,"944/1, St No-1, Guru Ram Dass Nagar, Makkar Colony, Dhandari Kalan",Ludhiana,Punjab,141014,7986007709,Operational
PMBJK05265,"G-5, 992, Jagdeep Nagar, Main Road, Sekhewal",Ludhiana,Punjab,141007,8556930834,Operational
PMBJK05304,"Dhandari Lohara Road, Mahadev Nagar, Opp. G.K. Kharay Kanda",Ludhiana,Punjab,141016,9888248737,Operational
PMBJK05343,"Main Chandigarh Road, Opp. Rattan Hammer Paramjit Nagar, Ludhiana",Ludhiana,Punjab,141001,9501901000,Operational
PMBJK05426,"Guru Ram Dass Nagar, Tajpur Road, Near Chungi Central Jail",Ludhiana,Punjab,141015,7814436909,Operational
PMBJK05427,"609/1A, Jawadi Kalan Pakhowal Road, Ludhiana",Ludhiana,Punjab,141013,9815469388,Operational
